px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-22.4315	7.30901	4.90296	0.618546	-0.462094	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598	0.319411
-22.1967	7.44919	5.07328	0.576048	-0.502424	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118	2.27697
-22.0139	7.60963	5.06555	0.566015	-0.486322	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607	2.11934
-21.8298	7.78242	4.96358	0.573525	-0.432026	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074	5.76826
-21.6236	7.9219	4.96918	0.555048	-0.42851	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526	0.0484374
-21.4356	8.05101	4.89786	0.541471	-0.415276	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971	1.62969
-21.2228	8.06669	4.73995	0.480003	-0.463142	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417	4.42626
-21.0364	8.20572	4.59123	0.485392	-0.410881	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871	5.66748
-20.8594	8.36275	4.61907	0.489115	-0.383637	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341	3.17651
-20.613	8.48116	4.79996	0.459515	-0.40687	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835	4.80529
-20.3543	8.634	4.93589	0.452052	-0.389348	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358	1.45481
-20.1605	8.75678	4.79486	0.454494	-0.348459	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919	1.6612
-19.9668	8.85367	4.74841	0.437404	-0.349212	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524	0.512341
-19.7746	8.95821	4.63101	0.433108	-0.323302	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179	1.00365
-19.5558	9.03123	4.61687	0.406629	-0.334929	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891	0.49212
-19.3116	9.1424	4.74945	0.390572	-0.338954	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666	4.80088
-19.0135	9.25153	4.91177	0.372834	-0.336098	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751	6.25241
-18.7994	9.33112	4.88673	0.353268	-0.341635	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429	1.64133
-18.5361	9.44384	4.98162	0.345143	-0.329566	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429	0.784949
-18.2654	9.48324	5.12972	0.295061	-0.384785	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514	5.31145
-17.9549	9.63181	5.33147	0.301813	-0.35141	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691	2.68072
-17.7062	9.73323	5.22607	0.305677	-0.310128	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964	3.04385
-17.427	9.84328	5.31604	0.301578	-0.295475	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338	0.539051
-17.1733	9.9294	5.32961	0.290065	-0.292382	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818	0.37357
-16.8985	10.0522	5.41557	0.293759	-0.270445	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408	0.59626
-16.6376	10.1283	5.41599	0.280026	-0.270353	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113	0.025457
-16.397	10.2228	5.40025	0.276095	-0.260285	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937	1.13821
-16.1329	10.3007	5.43689	0.263043	-0.263562	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883	0.419868
-15.9181	10.2988	5.2747	0.224216	-0.294978	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956	1.47413
-15.6708	10.3635	5.22318	0.216296	-0.282205	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159	0.229955
-15.4725	10.3332	5.03615	0.170752	-0.321129	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957	2.11198
-15.1607	10.3758	5.30678	0.142907	-0.348843	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692	7.67783
-14.9009	10.4261	5.31285	0.131416	-0.341968	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828	0.184598
-14.6679	10.4514	5.07815	0.124623	-0.310506	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394	6.4055
-14.4399	10.4055	4.97658	0.0782398	-0.348054	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418	2.12509
-14.1814	10.4267	4.99428	0.0626987	-0.344723	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926	0.552386
-13.8543	10.5968	5.24292	0.111749	-0.262081	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944	7.83694
-13.6035	10.6537	5.12168	0.121409	-0.21946	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496	1.80329
-13.3639	10.6455	5.06859	0.0942052	-0.239177	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603	0.547722
-13.1012	10.6693	5.11628	0.0808594	-0.243495	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288	0.270341
-12.8415	10.7677	5.17438	0.102008	-0.204346	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857	4.04486
-12.5758	10.8187	5.17525	0.105879	-0.182994	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467	1.36362
-12.3554	10.7746	5.05629	0.0664409	-0.219487	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997	1.77337
-12.1043	10.8053	5.0086	0.0663387	-0.199965	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177	0.510752
-11.854	10.8744	5.04119	0.0786642	-0.174172	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022	2.18047
-11.5747	10.896	5.10845	0.0712894	-0.172467	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546	2.77311
-11.3517	10.9071	5.03922	0.0590184	-0.17783	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761	0.657669
-11.0779	10.8496	5.30555	-0.0031438	-0.274692	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681	8.70911
-10.7742	10.8258	5.37588	-0.0242382	-0.281594	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317	2.68702
-10.5181	10.8252	5.31541	-0.032597	-0.270576	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679	0.326686
-10.2897	10.814	5.2377	-0.0485663	-0.275007	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776	1.05368
-10.0518	10.8617	4.98807	-0.0203642	-0.198986	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618	6.352
-9.78649	10.9146	5.0461	-0.00517354	-0.169452	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212	2.14116
-9.56964	10.885	4.95557	-0.0268531	-0.185467	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664	3.77981
-9.30258	10.9172	5.01296	-0.0186492	-0.164813	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865	0.818276
-9.06702	10.8903	4.94658	-0.0341887	-0.169814	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787	2.45427
-8.79326	10.9288	5.02236	-0.021396	-0.144689	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248	1.20089
-8.56522	10.8787	4.95371	-0.048053	-0.167273	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992	6.21822
-8.42357	10.7901	4.69608	-0.095053	-0.214725	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359	3.87246
-8.18157	10.7951	4.66654	-0.0888153	-0.187896	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617	1.52351
-7.80592	10.8635	5.00103	-0.0487206	-0.125724	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791	6.84765
-7.54634	10.8623	4.95888	-0.0412641	-0.0977171	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029	2.03433
-7.26076	10.8565	5.04414	-0.0410311	-0.0905893	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692	0.729705
-7.03464	10.8832	4.89227	-0.0185975	-0.0407035	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15	3.33941
